Company,Geography, Excel ID 
Newfoundland and Labrador Hydro,N. America,IQ873877
Exelon Corporation,N. America,IQ296181
Nuclear Power Corporation of India Limited,APAC,IQ12704357
The United Illuminating Company,N. America,IQ682083
Linköpings Stadshus AB (publ),EMEA,IQ49411286
"Duke Energy Florida, LLC",N. America,IQ1578946
"Sinoma Science & Technology Co.,Ltd.",APAC,IQ29056361
Ohio Valley Electric Corporation,N. America,IQ3063103
An Hui Wenergy Company Limited,APAC,IQ9616572
"HYUNDAI Welding CO., Ltd.",APAC,IQ3452112
Appalachian Power Company,N. America,IQ3103063
"Huaneng International Power Jiangsu Energy Development Co., Ltd.",APAC,IQ1762048587
Energy Infrastructure Trust,APAC,IQ602919753
"Inner Mongolia Saikexing Reproductive Biotechnology(Group) Co., Ltd",APAC,IQ224106254
"IPALCO Enterprises, Inc.",N. America,IQ281931
AES Indiana,N. America,IQ1725636
Wisconsin Power and Light Company,N. America,IQ3188753
BP International Limited,EMEA,IQ5868965
China XLX Fertiliser Ltd.,APAC,IQ34927264
"HCIG Energy Investment Co., Ltd.",APAC,IQ20344044
"Guanghui Energy Co., Ltd.",APAC,IQ5534215
"Ningxia State-Owned Capital Operation Group Co.,Ltd",APAC,IQ414514437
National Electric Power Company,EMEA,IQ5579532
Indigrid Infrastructure Trust,APAC,IQ412492717
"Orange and Rockland Utilities, Inc.",N. America,IQ293966
Ohio Power Company,N. America,IQ3063105
"Dymatic Chemicals,Inc.",APAC,IQ24310514
Avista Corporation,N. America,IQ100918
Manila Electric Company,APAC,IQ874451
"OSAKA Titanium technologies Co.,Ltd.",APAC,IQ5579979
Northumbrian Water Limited,EMEA,IQ4305943
"Guangdong Nanhai Holding Group Co., Ltd.",APAC,IQ130647003
Socfinaf S.A.,EMEA,IQ20374036
"Alliance Resource Partners, L.P.",N. America,IQ404105
"Guangzhou Tinci Materials Technology Co., Ltd.",APAC,IQ53146254
Gibson Energy Inc.,N. America,IQ4282491
Public Service Company of Oklahoma,N. America,IQ3053379
Nanjing Tanker Corporation,APAC,IQ5435139
"CPC Corporation, Taiwan",APAC,IQ874748
Subsea 7 S.A.,EMEA,IQ359868
Top Energy Company Ltd.Shanxi,APAC,IQ9377918
Severn Trent PLC,EMEA,IQ691530
Calpine LLC,N. America,IQ350475
"UGI Utilities, Inc.",N. America,IQ3030403
"Duke Energy Carolinas, LLC",N. America,IQ610505
FirstEnergy Corp.,N. America,IQ293515
Indiana Michigan Power Company,N. America,IQ3154925
AMG Critical Materials N.V.,EMEA,IQ35387672
PT Perusahaan Listrik Negara (Persero),APAC,IQ6296392
Spic Northeast Electric Power Company Limited,APAC,IQ242363583
"Anhui Xinke New Materials Co.,Ltd",APAC,IQ5722716
AnAn International Limited,APAC,IQ26557088
Public Joint stock company Rosseti Lenenergo,EMEA,IQ3620384
Ampol Limited,APAC,IQ877088
"Duke Energy Kentucky, Inc.",N. America,IQ3029957
Anglian Water Services Limited,EMEA,IQ9754774
Scottish Power UK plc,EMEA,IQ35292558
Malaysia Marine and Heavy Engineering Holdings Berhad,APAC,IQ5554355
"Excelerate Energy, Inc.",N. America,IQ1763672656
"Shanghai Electric Power Co., Ltd.",APAC,IQ5872206
Energie Steiermark AG,EMEA,IQ26961274
BKW AG,EMEA,IQ874913
naturenergie holding AG,EMEA,IQ9885207
Dampier Salt Limited,APAC,IQ1531085
"Hubei Huitian New Materials Co., Ltd.",APAC,IQ82081454
Energie AG Oberösterreich,EMEA,IQ2458568
"Duke Energy Ohio, Inc.",N. America,IQ887314
Bumitama Agri Ltd.,APAC,IQ182998481
Franco-Nevada Corporation,N. America,IQ39417218
"Entergy Mississippi, LLC",N. America,IQ3474363
Teekay Corporation Ltd.,N. America,IQ329438
"Sichuan Development Lomon Co.,Ltd.",APAC,IQ61733051
"Hebei Construction & Investment Group Co.,Ltd",APAC,IQ32451340
LS Metal Co. Ltd.,APAC,IQ104604266
H2O America,N. America,IQ301316
ExxonMobil Australia Pty Ltd,APAC,IQ22500390
Huili Resources (Group) Limited,APAC,IQ145253006
YuanShengTai Dairy Farm Limited,APAC,IQ241543860
AEP Texas Inc.,N. America,IQ259731
"Syngenta Group Co., Ltd.",APAC,IQ674206686
Public Joint-Stock Company Unipro,EMEA,IQ24537380
"Shanxi Sunlight Coking Group Holding Co., Ltd.",APAC,IQ83111654
Global Partners LP,N. America,IQ22298592
"Zhuzhou Times New Material Technology Co., Ltd.",APAC,IQ13165752
PT Sumber Tani Agung Resources Tbk,APAC,IQ1770557632
Pinnacle West Capital Corporation,N. America,IQ296957
Emera Incorporated,N. America,IQ877188
"Top Resource Energy Co., Ltd.",APAC,IQ184339338
"CH Energy Group, Inc.",N. America,IQ259777
Nirma Limited,APAC,IQ880730
FGV Holdings Berhad,APAC,IQ79012786
Schlumberger Oilfield UK Limited,EMEA,IQ28869184
"Urumqi Real Estate Development (Group) Co., Ltd.",APAC,IQ243983046
"Sino Prima Gas Technology Co., Ltd.",APAC,IQ23316028
National Gas Transmission plc,EMEA,IQ3544797
PT United Tractors Tbk,APAC,IQ877021
"EASY HOLDINGS Co., Ltd.",APAC,IQ9616346
"Shandong Chambroad Holding Group Co., Ltd",APAC,IQ52684403
Hochschild Mining plc,EMEA,IQ29666569
ShinHsiung Natural Gas Inc.,APAC,IQ20359631
"Sichuan Hydropower Investment and Management Group Co., Ltd.",APAC,IQ41390171
PT Bumi Resources Tbk,APAC,IQ8292734
Ameropa Australia Pty Ltd,APAC,IQ23317092
"SK Innovation Co., Ltd.",APAC,IQ30883785
Barrick Mining Corporation,N. America,IQ249925
PacifiCorp,N. America,IQ109131
"Minxi Xinghang State-owned Assets Investment Operation Co.,Ltd.",APAC,IQ47014881
Taiwan Power Company,APAC,IQ7668476
Tsakos Energy Navigation Limited,EMEA,IQ1444461
Ranhill Utilities Berhad,APAC,IQ226507805
Zijin Mining Group Company Limited,APAC,IQ8342858
"China Water Investment Group Co.,Ltd.",APAC,IQ38683181
PT Amman Mineral Internasional Tbk,APAC,IQ381324543
DNO ASA,EMEA,IQ878127
The Brooklyn Union Gas Company,N. America,IQ3611528
Oncor Electric Delivery Company LLC,N. America,IQ3062378
Rubis,EMEA,IQ879633
"Piedmont Natural Gas Company, Inc.",N. America,IQ296799
Niagara Mohawk Power Corporation,N. America,IQ915425
Wanguo Gold Group Limited,APAC,IQ212178667
"Sichuan Energy Investment Development Co., Ltd.",APAC,IQ593677985
"Ningbo Jintian Copper (Group) Co., Ltd.",APAC,IQ5826943
"JiaXing Gas Group Co., Ltd.",APAC,IQ115573114
Archer Limited,EMEA,IQ37612323
New Brunswick Power Corporation,N. America,IQ877987
"Hubei Dinglong CO.,Ltd.",APAC,IQ62497983
"China Yangtze Power Co., Ltd.",APAC,IQ9249315
EPC Groupe,EMEA,IQ879478
Delmarva Power & Light Company,N. America,IQ841205
Summit Midstream Corporation,N. America,IQ62670872
"Puget Energy, Inc.",N. America,IQ298571
Public Joint-Stock Company PhosAgro,EMEA,IQ13717903
Sunoco LP,N. America,IQ20522974
KeySpan Gas East Corporation,N. America,IQ3097719
"Polyrocks Chemical Co.,LTD",APAC,IQ260665021
"Shandong Taihe Technologies Co., Ltd.",APAC,IQ99202416
Talos Energy Inc.,N. America,IQ183786013
EWE Aktiengesellschaft,EMEA,IQ5871941
Boston Gas Company,N. America,IQ3120897
"Sichuan Mingxing Electric Power Co., Ltd.",APAC,IQ12963145
"EDP Renováveis, S.A.",EMEA,IQ44669801
PT Archi Indonesia Tbk,APAC,IQ272939930
"Xinfengming Group Co., Ltd.",APAC,IQ126904444
Yunnan Tin Group (Holding) Company Limited,APAC,IQ289019787
Union Electric Company,N. America,IQ310076
Perenti Limited,APAC,IQ878590
"Brother Enterprises Holding Co.,Ltd.",APAC,IQ48943327
Axpo Holding AG,EMEA,IQ5741935
S.P.E.E.H. Hidroelectrica S.A.,EMEA,IQ26963274
The Connecticut Light and Power Company,N. America,IQ1696161
NLC Tamil Nadu Power Limited,APAC,IQ53076681
"Shenzhen Energy Group Co., Ltd.",APAC,IQ5506450
The Narragansett Electric Company,N. America,IQ2813518
"Hubei Zhenhua Chemical Co.,Ltd.",APAC,IQ53028372
"Sajodongaone Co.,Ltd",APAC,IQ5645380
"Delek Logistics Partners, LP",N. America,IQ214103601
Vedanta Resources Limited,EMEA,IQ8403400
CNTEE Transelectrica SA,EMEA,IQ20965290
MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,EMEA,IQ880478
Halliburton Company,N. America,IQ177698
Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,APAC,IQ5522523
Mercury NZ Limited,APAC,IQ5542901
ProPetro Holding Corp.,N. America,IQ337454005
"Sanwei Holding Group Co.,Ltd",APAC,IQ48975016
"Jiaxing City Investment and Development Group Co.,Ltd.",APAC,IQ412935619
"Jiangsu Sidike New Materials Science & Technology Co., Ltd.",APAC,IQ132687431
Jersey Central Power & Light Company,N. America,IQ3097926
AB Energijos Skirstymo Operatorius,EMEA,IQ6648272
"Jiangsu Baichuan High-Tech New Materials Co., Ltd",APAC,IQ47099664
Central Hudson Gas & Electric Corporation,N. America,IQ3103613
"Hualu Holding Group Co., Ltd.",APAC,IQ140997589
Pepco Holdings LLC,N. America,IQ297660
GAIL (India) Limited,APAC,IQ7685716
Altana AG,EMEA,IQ876831
Calfrac Well Services Ltd.,N. America,IQ7471769
CPS Energy,N. America,IQ3534919
Southern Water Services Limited,EMEA,IQ2111077
"Maynilad Water Services, Inc.",APAC,IQ9221768
"Shandong Rike Chemical Co.,LTD.",APAC,IQ50980934
Tekniska verken i Linköping AB (publ),EMEA,IQ5557648
HF Sinclair Corporation,N. America,IQ178254
MMG Limited,APAC,IQ881784
SWU Stadtwerke Ulm/Neu-Ulm GmbH,EMEA,IQ6464896
Public Joint stock company Rosseti Centre and Volga region,EMEA,IQ42959733
"Forum Energy Technologies, Inc.",N. America,IQ26470411
"Wenzhou City Construction Development Group Co.,Ltd",APAC,IQ324626608
Petrovietnam Camau Fertilizer Corporation,APAC,IQ145794666
China National Offshore Oil Corporation,APAC,IQ7828203
"Anhui Jiangnan Chemical Industry Co.,Ltd.",APAC,IQ44152221
National Grid Electricity Distribution plc,EMEA,IQ691588
Gujarat Urja Vikas Nigam Limited,APAC,IQ28286111
Vistra Corp.,N. America,IQ7959935
Oman Oil Marketing Company SAOG,EMEA,IQ5554927
Scales Corporation Limited,APAC,IQ47022523
Hudbay Minerals Inc.,N. America,IQ1789909
CNOOC Limited,APAC,IQ1038362
"Jiangsu Fangyang Group Co., Ltd.",APAC,IQ241484655
National Grid Electricity Distribution (East Midlands) plc,EMEA,IQ26351117
PT Dharma Satya Nusantara Tbk,APAC,IQ51370071
Axpo Solutions AG,EMEA,IQ876953
Societatea Energetica Electrica S.A.,EMEA,IQ10600572
Rochester Gas and Electric Corporation,N. America,IQ2519874
PECO Energy Company,N. America,IQ4165287
Talen Energy Corporation,N. America,IQ276190901
"DT Midstream, Inc.",N. America,IQ710475650
Himadri Speciality Chemical Limited,APAC,IQ20344588
DPM Metals Inc.,N. America,IQ875082
Thüga Holding GmbH & Co. KGaA,EMEA,IQ113534705
"Gansu Energy Chemical Co., Ltd.",APAC,IQ20343472
"Pedernales Electric Cooperative, Inc.",N. America,IQ3058127
National Grid Electricity Distribution (South West) plc,EMEA,IQ5525270
Petrovietnam Gas Joint Stock Corporation,APAC,IQ46890293
"Anhui Tongguan Copper Foil Group Co., Ltd.",APAC,IQ269196292
"Hawkins, Inc.",N. America,IQ277171
"Shandong Link Science and Technology Co.,Ltd.",APAC,IQ61104038
Chennai Petroleum Corporation Limited,APAC,IQ878640
"Chengxin Lithium Group Co., Ltd.",APAC,IQ45316580
"Oceaneering International, Inc.",N. America,IQ94799
Drax Power Limited,EMEA,IQ1041065
Star Petroleum Refining Public Company Limited,APAC,IQ22534505
swb AG,EMEA,IQ4469423
North West Electricity Networks Plc,EMEA,IQ137647529
Public Joint-Stock Company Federal Hydro-Generating Company - RusHydro,EMEA,IQ26400948
"Public Joint Stock Company ""Rosseti North-West""",EMEA,IQ39098695
"Ningbo Bohui Chemical Technology Co.,Ltd",APAC,IQ286514000
"Ormat Technologies, Inc.",N. America,IQ4306112
Public joint stock company FAR-EASTERN ENERGY COMPANY,EMEA,IQ34668195
"Hangzhou Water Group Co.,Ltd.",APAC,IQ656890444
"Western Mining Co.,Ltd.",APAC,IQ22915103
"Zhejiang Sanmei Chemical Industry Co.,Ltd.",APAC,IQ47018537
Northwest Natural Holding Company,N. America,IQ292047
Petron Malaysia Refining & Marketing Bhd,APAC,IQ873673
SBM Offshore N.V.,EMEA,IQ875490
"Qian Jiang Water Resources Development Co.,Ltd",APAC,IQ11367560
TechnipFMC plc,EMEA,IQ1342651
Transocean Ltd.,EMEA,IQ407172
ASCO Group Limited,EMEA,IQ884182
"Chengdu Wintrue Holding Co., Ltd.",APAC,IQ116199789
"National Joint Stock Company ""Naftogaz of Ukraine""",EMEA,IQ9002611
The National Agricultural Development Company,EMEA,IQ20387133
National Energy Services Reunited Corp.,N. America,IQ421015703
Robertet SA,EMEA,IQ4481439
Mainova AG,EMEA,IQ882249
"Beijing Water Business Doctor Co., Ltd.",APAC,IQ85145104
Zhejiang NHU Company Ltd.,APAC,IQ11211289
YTL Power International Berhad,APAC,IQ882573
Arabian Drilling Company,EMEA,IQ6068896
"CEZ, a. s.",EMEA,IQ8350267
"Suzhou Urban Construction & Investment Development (Group) Co.,Ltd",APAC,IQ217021005
Lubelski Wegiel Bogdanka S.A.,EMEA,IQ5685663
National Grid Electricity Distribution (West Midlands) plc,EMEA,IQ6562936
Keppel Infrastructure Trust,APAC,IQ31047524
YTL Corporation Berhad,APAC,IQ878469
Hilong Holding Limited,APAC,IQ112265439
Potomac Electric Power Company,N. America,IQ4225006
Ensign Energy Services Inc.,N. America,IQ698462
PT Elnusa Tbk,APAC,IQ40451121
Teekay Tankers Ltd.,N. America,IQ39279824
SFL Corporation Ltd.,N. America,IQ8390736
SP PowerAssets Limited,APAC,IQ20508341
PT Golden Energy Mines Tbk,APAC,IQ414733624
"Zhejiang Fulai New Material Co.,Ltd.",APAC,IQ673192202
Torex Gold Resources Inc.,N. America,IQ876509
"Jiangxi Gas (Gantouqitong) Holdings Co., Ltd.",APAC,IQ240731938
PT AKR Corporindo Tbk,APAC,IQ9306270
"Sichuan Em Technology Co., Ltd.",APAC,IQ49583320
Heavy Engineering Industries and Shipbuilding Company K.S.C.P.,EMEA,IQ5721394
Höegh Evi Ltd.,N. America,IQ875057
CKW AG,EMEA,IQ874138
"Poong Jeon Nonferrous Metal Co., Ltd.",APAC,IQ85216611
"Anhui Truchum Advanced Materials and Technology Co., Ltd.",APAC,IQ36631503
"Beijing Jingneng Power Co., Ltd.",APAC,IQ9709624
ENEA S.A.,EMEA,IQ13511768
"Zhejiang Provincial New Energy Investment Group Co., Ltd.",APAC,IQ112957280
Gübre Fabrikalari Türk Anonim Sirketi,EMEA,IQ20394463
Huadian Energy Company Limited,APAC,IQ5480076
CS Energy Limited,APAC,IQ5545462
ORES sc,EMEA,IQ140620680
Snowy Hydro Limited,APAC,IQ23033359
Alliander N.V.,EMEA,IQ797423
NuVista Energy Ltd.,N. America,IQ6227446
Public Joint-Stock Company EL5-Energo,EMEA,IQ22321420
"Tongkun Holding Group Co.,Ltd",APAC,IQ141715504
"Yunnan Energy New Material (Group) Co., Ltd.",APAC,IQ270125725
Chhattisgarh State Power Distribution Company Limited,APAC,IQ112993616
Revoil S.A.,EMEA,IQ20358872
Endeavour Mining plc,EMEA,IQ3235321
Macmahon Holdings Limited,APAC,IQ879496
Rosseti Kuban Joint Stock Company,EMEA,IQ11613030
Estra S.p.A. Energia Servizi Territorio Ambiente,EMEA,IQ111592890
SP Manweb plc,EMEA,IQ3637568
"Zhejiang Oceanking Development Co., Ltd.",APAC,IQ695189728
Jiaze Renewables Corporation Limited,APAC,IQ323102725
"Senton Energy Co.,Ltd.",APAC,IQ1672791398
PPL Corporation,N. America,IQ185508
Brookfield Renewable Partners L.P.,N. America,IQ3198815
"Nanjing Hanrui Cobalt Co.,Ltd.",APAC,IQ38235427
Vinacomin - Minerals Holding Corporation,APAC,IQ115025619
"Ningbo Water Environment Group Co.,Ltd",APAC,IQ634061535
"Nanjing Julong Science & Technology Co.,LTD",APAC,IQ106525221
"Jiangsu Zhengdan Chemical Industry Co., Ltd.",APAC,IQ61403100
SOL S.p.A.,EMEA,IQ5600345
Orano SA,EMEA,IQ406833200
Thanh Le General Import-Export Trading Corporation,APAC,IQ46949110
"Ko-one Energy Service Co., Ltd.",APAC,IQ2445835
"Shanghai Putailai New Energy Technology Group Co.,Ltd.",APAC,IQ373565142
Equital Ltd.,EMEA,IQ20342936
WP Energy Public Company Limited,APAC,IQ276467517
PT Teladan Prima Agro Tbk,APAC,IQ1776615100
Naphtha Israel Petroleum Corp. Ltd.,EMEA,IQ9476883
Diversified Energy Company,N. America,IQ304836959
Resolute Mining Limited,APAC,IQ6530973
"Grandtop Yongxing Group Co.,Ltd",APAC,IQ1848963169
"USA Compression Partners, LP",N. America,IQ549735521
China Oilfield Services Limited,APAC,IQ6426898
"Wuxi Double Elephant Micro Fibre Material Co.,Ltd",APAC,IQ49679272
"AEP Transmission Company, LLC",N. America,IQ223484223
Nabors Industries Ltd.,N. America,IQ290681
Fortuna Mining Corp.,N. America,IQ3474768
"Jinduicheng Molybdenum Co., Ltd.",APAC,IQ28532188
Mapei SpA,EMEA,IQ1624371
Adani Electricity Mumbai Limited,APAC,IQ328427693
NSTAR Gas Company,N. America,IQ3636284
Virginia Electric and Power Company,N. America,IQ3027777
NOV Inc.,N. America,IQ31900
"Sichuan Yahua Industrial Group Co., Ltd.",APAC,IQ61040466
Oglethorpe Power Corporation,N. America,IQ997308
UK Power Networks (Operations) Limited,EMEA,IQ5503059
Gulf Oil Lubricants India Limited,APAC,IQ266393242
Dana Petroleum Limited,EMEA,IQ881631
"Royal Gold, Inc.",N. America,IQ301040
"Par Pacific Holdings, Inc.",N. America,IQ98924
Ridley Corporation Limited,APAC,IQ878578
"Salzburg Ag Fur Energie, Verkehr Und Telekommunikation",EMEA,IQ5503442
"Jinhong Gas Co.,Ltd.",APAC,IQ109381559
Dogu Aras Enerji Yatirimlari AS,EMEA,IQ253638791
DPL LLC,N. America,IQ98186
Mega First Corporation Berhad,APAC,IQ4481356
"Changzheng Engineering Technology Co.,Ltd",APAC,IQ226778032
Romande Energie Holding SA,EMEA,IQ12483988
"Hengtong Group Co.,Ltd",APAC,IQ5579522
Expand Energy Corporation,N. America,IQ323857
Vietnam National Petroleum Group,APAC,IQ26203326
Baltimore Gas and Electric Company,N. America,IQ3117990
"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",APAC,IQ1864404200
JSC KazTransGaz Aymak,APAC,IQ30837850
Northern Electric plc,EMEA,IQ848295
The Dayton Power and Light Company,N. America,IQ1517971
Yinson Holdings Berhad,APAC,IQ7683467
KRIBHCO Fertilizers Limited,APAC,IQ52025097
"China Three Gorges Renewables (Group) Co.,Ltd.",APAC,IQ49711992
Cascade Natural Gas Corporation,N. America,IQ259139
New York State Electric & Gas Corporation,N. America,IQ1632096
Ero Copper Corp.,N. America,IQ428234584
"Shandong Weifang Rainbow Chemical Co., Ltd",APAC,IQ49192009
"Nine Energy Service, Inc.",N. America,IQ232311079
Seng Fong Holdings Berhad,APAC,IQ1760476010
First Resources Limited,APAC,IQ39365949
Services industriels de Genève,EMEA,IQ5498542
Elia Transmission Belgium SA/NV,EMEA,IQ642330755
China Modern Dairy Holdings Ltd.,APAC,IQ115704948
"Henan Yuguang Gold&Lead Co.,Ltd.",APAC,IQ5773596
"Intco Recycling Resources Co., Ltd.",APAC,IQ424153428
Türkiye Petrol Rafinerileri A.S.,EMEA,IQ882926
Liberty Energy Inc.,N. America,IQ228809907
Pennon Group Plc,EMEA,IQ877102
Chesapeake Utilities Corporation,N. America,IQ260346
"TETRA Technologies, Inc.",N. America,IQ35290
Susco Public Company Limited,APAC,IQ8088110
PT Buma Internasional Grup Tbk,APAC,IQ20342166
Northern Powergrid (Yorkshire) plc,EMEA,IQ1054542
Texas-New Mexico Power Company,N. America,IQ113125
Karoon Energy Ltd,APAC,IQ11016235
HEAG Holding AG,EMEA,IQ25553885
Northern Powergrid (Northeast) plc,EMEA,IQ6058413
Ros Agro PLC,EMEA,IQ129933596
"Zhejiang Yonghe Refrigerant Co., Ltd.",APAC,IQ671668888
"Cydsa, S.A.B. de C.V.",N. America,IQ874854
Wuling Power Corporation Ltd.,APAC,IQ45272461
Seadrill Limited,N. America,IQ22532593
HPCL-Mittal Energy Limited,APAC,IQ46953486
"China Oil HBP Science & Technology Co., Ltd",APAC,IQ38875291
Voltalia SA,EMEA,IQ27061710
Rianlon Corporation,APAC,IQ84234908
"Stanley Agriculture Group Co.,Ltd.",APAC,IQ130415604
"XPLR Infrastructure, LP",N. America,IQ264164886
Viva Energy Group Limited,APAC,IQ272243658
The Straits Trading Company Limited,APAC,IQ874646
"Kingfa Sci. & Tech. Co., Ltd.",APAC,IQ6084501
Managem S.A.,EMEA,IQ22885154
Comisión Federal de Electricidad,N. America,IQ5463939
Australia Pacific LNG Pty Ltd.,APAC,IQ4463203
PCBL Chemical Limited,APAC,IQ9222058
"Elite Color Environmental Resources Science & Technology Co., Ltd.",APAC,IQ132104438
National Gas and Industrialization Company,EMEA,IQ10199179
Northern Ireland Electricity Networks Limited,EMEA,IQ5489064
Bulgarian Energy Holding EAD,EMEA,IQ52812021
"Western Mining Group Co., Ltd.",APAC,IQ41621679
"Jiangxi Salt Industry Group Co., Ltd",APAC,IQ225172672
Italgas S.p.A.,EMEA,IQ874299
PT Eagle High Plantations Tbk,APAC,IQ272973389
Électricite de Strasbourg Société Anonyme,EMEA,IQ876880
"Western Superconducting Technologies Co., Ltd.",APAC,IQ54341010
Malaysia Smelting Corporation Berhad,APAC,IQ879569
Entega AG,EMEA,IQ5547077
VERBUND AG,EMEA,IQ875310
"Dongsung FineTec Co., Ltd.",APAC,IQ20502313
Equinox Gold Corp.,N. America,IQ216621362
Aygaz A.S.,EMEA,IQ874743
Lyse AS (Parent),EMEA,IQ4469422
Northern Powergrid Holdings Company,EMEA,IQ12703964
BP New Zealand Holdings Limited,APAC,IQ274247785
China Daye Non-Ferrous Metals Mining Limited,APAC,IQ119045824
"D&L Industries, Inc.",APAC,IQ27130104
"North Copper Co., Ltd.",APAC,IQ5533524
Camposol Holding PLC,EMEA,IQ37980628
Fresnillo plc,N. America,IQ44543451
ENERGO - PRO a.s.,EMEA,IQ27848207
"Yantai Jereh Oilfield Services Group Co., Ltd.",APAC,IQ51237977
Jotun A/S,EMEA,IQ873834
Eurogrid GmbH,EMEA,IQ111800554
Eni Plenitude S.P.A. Societa' Benefit,EMEA,IQ531807927
Samruk-Energy JSC,APAC,IQ50152819
Honghua Group Limited,APAC,IQ41865408
New Jersey Natural Gas Company,N. America,IQ4233224
"COSCO SHIPPING Energy Transportation Co., Ltd.",APAC,IQ879487
Mind Energy A/S,EMEA,IQ5208905
"Zhejiang Juhua Co., Ltd.",APAC,IQ5577615
KELAG-Kärntner Elektrizitäts-Aktiengesellschaft,EMEA,IQ26935502
Energa SA,EMEA,IQ99395599
China Maoming Port,APAC,IQ268814363
Elinoil Hellenic Petroleum Company S.A.,EMEA,IQ20342853
"Nanning Jianning Water Investment Group Co.,Ltd",APAC,IQ141497623
Old Dominion Electric Cooperative,N. America,IQ3063093
Glencore Holdings Pty Limited,EMEA,IQ22368014
"Shanjin International Gold Co., Ltd.",APAC,IQ20334623
Northern Virginia Electric Cooperative,N. America,IQ4244928
Gravita India Limited,APAC,IQ69633011
Precision Drilling Corporation,N. America,IQ355859
Straits Energy Resources Berhad,APAC,IQ22096025
"Fugao Wantai Group Co., Ltd",APAC,IQ691486613
KCA Deutag Alpha Limited,EMEA,IQ39650507
Anton Oilfield Services Group,APAC,IQ33175419
"Manila Water Company, Inc.",APAC,IQ8748566
B2Gold Corp.,N. America,IQ35511785
Elia Group SA/NV,EMEA,IQ22250082
Asyad Shipping Company SAOG,EMEA,IQ1917749773
Aegis Logistics Limited,APAC,IQ880782
Oakbridge Pty Limited,APAC,IQ20548430
"Boardwalk Pipeline Partners, LP",N. America,IQ13649709
Electricity Supply Board,EMEA,IQ4469007
Guangdong Guangxin Holdings Group Ltd.,APAC,IQ59742850
Xinjiang Lvyuan State-owned Capital Investment operation Co. LTD,APAC,IQ291133137
"Rongsheng Petrochemical Co., Ltd.",APAC,IQ27146757
Shandong Xinchao Energy Corporation Limited,APAC,IQ6480900
Groupe E SA,EMEA,IQ5547165
"Zhejiang Rongsheng Holding Group Co., Ltd.",APAC,IQ83348211
BlueNord ASA,EMEA,IQ24349084
China Sanjiang Fine Chemicals Company Limited,APAC,IQ112776481
AK Altynalmas JSC,APAC,IQ173532052
OKEA ASA,EMEA,IQ312629283
Torrent Power Limited,APAC,IQ1032596
Glencore Energy UK Ltd,EMEA,IQ26424178
N.V. Eneco,EMEA,IQ722418
Texas Pacific Land Corporation,N. America,IQ308037
"Guizhou Water Conservancy Investment Group Co., Ltd.",APAC,IQ652838877
Pohjolan Voima Oyj,EMEA,IQ877828
La Société wallonne des eaux,EMEA,IQ5581819
"Jinan Energy Group Co.,Ltd.",APAC,IQ1772386259
PT Mineral Industri Indonesia (Persero),APAC,IQ27943081
Tenaris S.A.,EMEA,IQ4005629
S.N.T.G.N. Transgaz S.A.,EMEA,IQ9182598
CGN Mining Company Limited,APAC,IQ7658284
Kenon Holdings Ltd.,APAC,IQ274422203
"Fujian Petrochemical Industrial Group Co., Ltd",APAC,IQ433891113
"NextEra Energy Resources, LLC",N. America,IQ818964
"Shanghai Pret Composites Co., Ltd.",APAC,IQ49189088
Trican Well Service Ltd.,N. America,IQ881413
Ramelius Resources Limited,APAC,IQ7689786
Harmony Gold Mining Company Limited,EMEA,IQ410154
"NYOCOR Co., Ltd.",APAC,IQ5908614
OPC Energy Ltd.,EMEA,IQ376945874
"Perimeter Solutions, Inc.",N. America,IQ1675209255
Adani Total Gas Limited,APAC,IQ110011311
Enexis Holding N.V.,EMEA,IQ59152920
"Shanghai Yongguan Adhesive Products Corp., Ltd.",APAC,IQ78720157
North American Construction Group Ltd.,N. America,IQ8251223
Northern Star Resources Limited,APAC,IQ11063965
"Changhua Chemical Technology Co., Ltd.",APAC,IQ548348330
Stedin Holding N.V.,EMEA,IQ5476731
"Hubei Harvin (Group) Chemical Co., Ltd.",APAC,IQ54105816
Jadestone Energy plc,APAC,IQ30517846
Singapore Power Limited,APAC,IQ686415
"Sunstone Development Co., Ltd.",APAC,IQ128396720
Public Joint Stock Company Rosseti Volga,EMEA,IQ45719667
Kazakhstan Electricity Grid Operating Company JSC,APAC,IQ25011685
"Guangdong Tianan New Material Co., Ltd.",APAC,IQ226135339
"Pocheon Power Co., Ltd.",APAC,IQ127495309
Hrvatska Elektroprivreda d.d.,EMEA,IQ22126356
Aker BP ASA,EMEA,IQ9048461
"Wuxi Paike New Materials Technology Co.,Ltd.",APAC,IQ115502656
STEP Energy Services Ltd.,N. America,IQ130414331
Sea Oil Public Company Limited,APAC,IQ233421164
"Select Water Solutions, Inc.",N. America,IQ61023831
S.N. Nuclearelectrica S.A.,EMEA,IQ28851418
MLG Oz Limited,APAC,IQ279147259
"Západoslovenská energetika, a.s.",EMEA,IQ2419475
Sino Shaanxi Nuclear Industry Group,APAC,IQ319655380
"Fujian Huadian Furui Energy Development Co.,Ltd.",APAC,IQ1678169691
"Ranger Energy Services, Inc.",N. America,IQ431781010
PetroVietnam Transportation Corporation,APAC,IQ30792897
Perseus Mining Limited,APAC,IQ12436042
